CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;DateDebutOperationPrelBio;CdSupport;LbSupport;DtProdResultatBiologique;HeureResultat;CdParametreResultatBiologique;LbLongParametre;ResIndiceResultatBiologique;CdUniteMesure;SymUniteMesure;CdRqIndiceResultatBiologique;MnemoRqAna;CdMethEval;RefOperationPrelBio;CdProducteur;NomProducteur;CdAccredRsIndiceResultatBiologique;MnAccredRsIndiceResultatBiologique
02057480;LE BEAULONG À MARAINVILLE-SUR-MADON;004;2021-08-04;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0406;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089859;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02061500;LA MEURTHE À FRAIZE;002;2020-07-22;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.6982;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083059;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02061500;LA MEURTHE À FRAIZE;002;2021-08-12;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5351;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089861;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02061970;LA PETITE MEURTHE À BAN-SUR-MEURTHE-CLEFCY (CLEFCY);001;2020-07-22;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.8624;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083060;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02061970;LA PETITE MEURTHE À BAN-SUR-MEURTHE-CLEFCY (CLEFCY);001;2021-08-12;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.8451;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089862;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02063000;LA MEURTHE À GRATIN;004;2020-07-22;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.6146;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083061;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02063000;LA MEURTHE À GRATIN;004;2021-08-12;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.6637;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089863;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02064770;LE RABODEAU À MOYENMOUTIER (AMONT);004;2020-07-22;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.7264;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083062;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02064770;LE RABODEAU À MOYENMOUTIER (AMONT);004;2021-08-12;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.7941;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089864;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02065090;LA PLAINE À RAON-SUR-PLAINE;003;2020-07-09;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.819;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083063;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02065090;LA PLAINE À RAON-SUR-PLAINE;003;2021-08-04;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.8716;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089596;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02065280;LA PLAINE À CELLES-SUR-PLAINE (LA SOYE);003;2020-07-09;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.8268;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083064;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02065280;LA PLAINE À CELLES-SUR-PLAINE (LA SOYE);003;2021-08-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.7742;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089865;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02065500;LA PLAINE À RAON-L'ETAPE;012;2021-08-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.7197;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089866;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02068700;L'ARENTELE À SAINTE-HELENE;002;2021-08-04;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5282;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089873;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02068747;LE RUISSEAU DE LA PRAIRIE À ROVILLE-AUX-CHENES;004;2020-07-16;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2804;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083071;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02068790;LE RUISSEAU DE LA NAUVE À SAINT-MAURICE-SUR-MORTAGNE;010;2021-08-03;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.361;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089874;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02068800;LA MORTAGNE À SAINT-MAURICE-SUR-MORTAGNE;003;2020-07-16;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.6452;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083072;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02068800;LA MORTAGNE À SAINT-MAURICE-SUR-MORTAGNE;003;2021-08-03;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.6612;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089875;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02070500;LE SANON À LAGARDE;002;2021-07-30;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2771;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089876;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02080200;LA SEILLE À ASSENONCOURT;003;2021-08-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0899;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089883;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02080500;LE RUISSEAU DE L'ÉTANG DE NOLWEIHER À GUERMANGE;003;2021-09-07;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.1025;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089884;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02081000;LA SEILLE À MULCEY;002;2020-07-08;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0855;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083083;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02081000;LA SEILLE À MULCEY;002;2021-08-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.1907;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089885;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02081030;LE RUISSEAU DE GUEBLANGE À BLANCHE-EGLISE;003;2021-08-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089886;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02081100;LA PETITE SEILLE À HABOUDANGE;005;2020-07-07;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0075;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083084;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02081100;LA PETITE SEILLE À HABOUDANGE;005;2021-08-10;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0482;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089887;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02081300;LA PETITE SEILLE À SALONNES;002;2020-07-08;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.1774;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083085;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02081300;LA PETITE SEILLE À SALONNES;002;2021-08-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0759;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089888;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02081700;LE RUISSEAU D'OSSON À MALAUCOURT-SUR-SEILLE;002;2020-07-07;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0711;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083086;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02081850;LE RUISSEAU DE SAINT-JEAN À CRAINCOURT;005;2020-07-07;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.298;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083087;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02082350;LA SEILLE À CHEMINOT;001;2020-07-07;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4797;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083090;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02082350;LA SEILLE À CHEMINOT;001;2021-08-18;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.3923;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089891;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02082845;LE GRAND FOSSE À CUVRY;004;2021-08-20;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.142;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089892;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02082878;LE SAINT-PIERRE À METZ (MAGNY);005;2020-07-08;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0507;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083091;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02082970;LE RUISSEAU DE VALLIERES À VANTOUX;002;2021-08-20;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.1495;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089893;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02082985;LE RUISSEAU DE SAULNY À SAULNY;002;2020-07-08;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0642;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083092;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02084100;LA FEIGNE À WOIPPY;004;2021-07-27;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0456;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089894;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02084650;LE BILLERON À MAIZIERES-LES-METZ;004;2021-07-27;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0216;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089895;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02084800;LA BARCHE À TALANGE;004;2021-07-27;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0468;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089896;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02089000;L'ORNE À ROSSELANGE;004;2020-07-08;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083098;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02089000;L'ORNE À ROSSELANGE;004;2021-09-07;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.549;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089903;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02092600;LE RUISSEAU DE VEYMERANGE À THIONVILLE;002;2020-07-08;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2646;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083099;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02093170;LA BIBICHE À VALMESTROFF;011;2021-08-18;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.1674;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089904;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02093600;LA CANNER À HOMBOURG-BUDANGE;002;2020-07-09;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4329;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083100;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02093600;LA CANNER À HOMBOURG-BUDANGE;002;2021-08-18;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5558;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089905;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094000;LA CANNER À KOENIGSMACKER;002;2020-07-08;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5652;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083101;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094000;LA CANNER À KOENIGSMACKER;002;2021-08-17;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.6206;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089906;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094500;LA BOLER À GAVISSE;002;2020-07-08;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5237;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083102;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094500;LA BOLER À GAVISSE;002;2021-08-17;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4392;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089907;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094700;LE RUISSEAU D'OUDRENNE À KOENIGSMACKER;005;2020-07-08;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5199;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083103;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094700;LE RUISSEAU D'OUDRENNE À KOENIGSMACKER;005;2021-08-17;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5829;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089908;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094800;LE RUISSEAU D'ALTBACH À BEYREN-LES-SIERCK;002;2020-07-07;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4661;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083104;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094800;LE RUISSEAU D'ALTBACH À BEYREN-LES-SIERCK;002;2021-08-17;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4717;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089909;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094920;LE RUISSEAU D'APACH À APACH;005;2020-07-07;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4096;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083105;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094920;LE RUISSEAU D'APACH À APACH;005;2021-08-17;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.4935;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089910;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094930;LE RUISSEAU DES QUATRE MOULINS À VOLMERANGE;010;2020-07-07;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2733;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083106;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094930;LE RUISSEAU DES QUATRE MOULINS À VOLMERANGE;010;2021-07-06;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.2213;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089911;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094940;LE KAELBACH À OTTANGE (AVAL);011;2021-07-06;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.001;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089912;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094950;L'ALZETTE À AUDUN-LE-TICHE;017;2020-07-07;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.0557;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083107;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094950;L'ALZETTE À AUDUN-LE-TICHE;017;2021-07-06;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.025;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089913;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094973;LA SARRE BLANCHE À TURQUESTEIN-BLANCRUPT (AMONT STORINDAL);001;2020-07-09;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.6908;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083108;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094973;LA SARRE BLANCHE À TURQUESTEIN-BLANCRUPT (AMONT STORINDAL);001;2021-08-10;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.8343;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089914;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094979;LE RUISSEAU D'ABRESCHVILLER À ABRESCHVILLER;002;2020-07-08;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.7636;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083109;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02094979;LE RUISSEAU D'ABRESCHVILLER À ABRESCHVILLER;002;2021-08-10;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.7662;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089598;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02095325;LA BIEVRE À TROISFONTAINES (MELKERHOF);005;2020-07-08;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7083110;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
02096480;LE BRUCHBACH À KIRRBERG;002;2021-08-11;13;Macroinvertébrés aquatiques;;;7613;Indice Invertébrés Multimétrique (I2M2);0.5003;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;;7089916;13001025900021;DIRECTION REGIONALE DE L'ENVIRONNEMENT DE L'AMENAGEMENT ET DU LOGEMENT GRAND EST (DREAL);1;Analyse réalisée sous accréditation
